ts_utc,xau_mid,xau_bid,xau_ask,xau_close,xau_prem_pct,xag_mid,xag_bid,xag_ask,xag_close,xag_prem_pct
2026-09-14T15:44:59+00:00,4293.975,4293.48,4294.47,4336.2998046875,-0.9761,63.447,63.407,63.488,63.540000915527344,-0.1464
2026-09-15T07:26:02+00:00,4287.73,4287.28,4288.18,4340.0,-1.2044,63.059,63.017,63.1,63.755001068115234,-1.0917
2026-09-15T07:56:47+00:00,4278.35,4277.88,4278.82,4340.0,-1.4205,62.766,62.724,62.807,63.755001068115234,-1.5513
